	address	name	title	График работы	Опыт работы	Сфера деятельности
4760	"м. Первомайская,  
 Первомайская 73"	promouter_1470409919	Промоутер	неполный день	не имеет значения	Без опыта, студенты
4761		prodavets_-_kassirm._alma-_atinskaya_975899471	Продавец - кассир(м. Алма- Атинская)	сменный график	не имеет значения	Продажи
4762	Москва, м. Октябрьское поле, улица Маршала Малиновского, 6к1	menedzher_po_prodazhe_nedvizhimosti_1068356009	Менеджер по продаже недвижимости	полный день	не имеет значения	Продажи
4764	Калининско-Солнцевская линия, Москва, м. Новокосино, метро Новокосино	prodavets_kassir_1425524364	Продавец кассир	полный день	не имеет значения	Продажи
4765		prodavets_konsultant_1541875063	Продавец консультант	сменный график	не имеет значения	Продажи
4766	"м. Тушинская,  
 ул.Окружная, дом 6, корпус 1"	shveya_614236584	Швея	сменный график	более 1 года	Производство, сырьё, с/х
4767	Москва, м. Свиблово, улица Искры, 17Б	uborschitsak_podrabotka_1345223883	Уборщица/к подработка	неполный день	не имеет значения	Без опыта, студенты
4768	Москва, м. Щелковская, Щёлковское шоссе, 61	voditel_taksi_oplata_ezhidnevna_1347992418	Водитель Такси Оплата Ежидневна	свободный график	не имеет значения	Транспорт, логистика
4769		podsobniki_na_karkasnye_doma_1235920507	Подсобники на каркасные дома			
4771	Москва, м. Проспект Мира, метро Проспект Мира	uborschitsa_uborschik_grazhdanstvo_lyuboe_1473229741	Уборщица / Уборщик (гражданство любое )	полный день	не имеет значения	Без опыта, студенты
4772	Москва, м. ЗИЛ, Автозаводская улица	upakovschik-ukladchik_na_proizvodstvo_avtomobiley_1352171293	Упаковщик-укладчик на производство автомобилей	полный день	не имеет значения	Производство, сырьё, с/х
